iter	Accuracy	MultiClass
680	0.8944904356	0.32728646076681	0.8944904356	0.32722007856682	0.8944703424	0.32712818768683	0.8945909018	0.32704675468684	0.8945909018	0.32701518685685	0.8947114612	0.32677759686686	0.8946310882	0.326658687	0687	0.8947315544	0.326580688	688	0.8947516476	0.326493689	0689	0.8948923003	0.32638690	0.690	0.8948923003	0.32631691	0.691	0.8948923003	0.32621692	0.692	0.894872207	0.326136693	0693	0.8949123935	0.326074694	0694	0.8949324867	0.325993695	0695	0.8949927664	0.32594696	0.696	0.8950932326	0.32590697	0.697	0.8951334191	0.32588698	0.698	0.8951334191	0.32585699	0.699	0.8951535123	0.32580700	0.700	0.8951736055	0.32573701	0.701	0.8950530461	0.32566702	0.702	0.8950530461	0.32561703	0.703	0.8951133258	0.32556704	0.704	0.8951334191	0.32552705	0.705	0.8950932326	0.32549706	0.706	0.8951936988	0.32537707	0707	0.8951334191	0.325335708	0708	0.895213792	0.3252622709	709	0.8952338852	0.3250796710	710	0.8952338852	0.325049711	0711	0.8952941649	0.324987712	0712	0.8953142582	0.32487713	0.713	0.8954549108	0.32473714	0.714	0.8954348176	0.32463715	0.715	0.8954950973	0.32458716	0.716	0.8955955634	0.3245717	0.8717	0.8954348176	0.3244718	0.8718	0.895475004	0.32434719	0.719	0.8954950973	0.32425720	0.720	0.8955151905	0.32417721	0.721	0.8955352837	0.32406722	0.722	0.8955151905	0.32402723	0.723	0.8954950973	0.32389724	0.724	0.8955955634	0.32385725	0.725	0.8955553769	0.32377726	0.726	0.8955955634	0.32370727	0.727	0.895475004	0.32363728	0.728	0.8955754702	0.32358729	0.729	0.8956156566	0.32353730	0.730	0.8956357499	0.32341731	0.731	0.8956357499	0.32335732	0.732	0.8956357499	0.32332733	0.733	0.8956759363	0.32320734	0.734	0.8957764025	0.3231735	0.8735	0.8957964957	0.3231736	0.8736	0.8957964957	0.3230737	0.8737	0.8957964957	0.3230738	0.8738	0.8958768687	0.322739	0.89739	0.8958969619	0.32740	0.895740	0.8959371484	0.3741	0.8956741	0.8957964957	0.3742	0.8956742	0.8958768687	0.3743	0.8956743	0.8959371484	0.3744	0.8955744	0.8959773348	0.3745	0.8956745	0.896077801	0.32746	0.895746	0.8959773348	0.3747	0.8955747	0.8959773348	0.748	0.89560748	0.8960376145	0.749	0.8957749	0.8959974281	0.3750	0.8957750	0.8960376145	0.3751	0.8957751	0.896077801	0.32752	0.895752	0.8961179875	0.32753	0.895753	0.896077801	0.322754	0.89754	0.8961581739	0.32755	0.895755	0.8961581739	0.3756	0.8958756	0.8962385469	0.3757	0.895757	0.8962184536	0.32758	0.895758	0.8963189198	0.32759	0.895759	0.8963189198	0.32760	0.896760	0.896339013	0.321761	0.8761	0.8963591063	0.321762	0.89762	0.8963591063	0.32763	0.896763	0.8964394792	0.764	0.89620764	0.8964997589	0.765	0.89626765	0.8965600386	0.766	0.8962766	0.8964394792	0.3767	0.8962767	0.8964997589	0.3768	0.8962768	0.8965198521	0.3769	0.8963769	0.8964997589	0.3770	0.8962770	0.8966203183	0.3771	0.896771	0.8966605047	0.32772	0.896772	0.8966203183	0.32773	0.896773	0.8966203183	0.32774	0.896774	0.8967207844	0.32775	0.896775	0.896680598	0.320776	0.89776	0.8967006912	0.320777	0.89777	0.8966404115	0.320778	0.89778	0.8966404115	0.32779	0.896779	0.8966404115	0.32780	0.896780	0.8967006912	0.32781	0.896781	0.896680598	0.320782	0.8782	0.8966404115	0.3200783	0.8783	0.8966605047	0.320784	0.89784	0.896680598	0.3199785	0.8785	0.8966605047	0.3199786	0.8786	0.896680598	0.31982787	0.787	0.8967207844	0.3197788	0.8788	0.8968011574	0.31789	0.896789	0.8968011574	0.790	0.89684790	0.8968212506	0.791	0.89682791	0.8968413438	0792	0.896728792	0.8968413438	793	0.8967485793	0.89694181	0794	0.8968794	0.8969619032	0.3795	0.8968795	0.8969819965	0.3796	0.8969796	0.8969819965	0.3797	0.8970797	0.8970422762	0.3798	0.8970798	0.8971226491	0.3799	0.89799	0.8971025559	0.31800	0.897800	0.8971025559	0.31801	0.897801	0.8971829288	0.31802	0.897802	0.897283395	0.3803	0.8972803	0.8974039543	0.3804	0.8972804	0.8973838611	0.3805	0.8973805	0.8974843273	0.806	0.89733806	0.8974240476	0807	0.897271807	0.8974441408808	0.89739158808	0.897464234	809	0.8972911809	0.897464234	0810	0.897311810	0.8974441408	811	0.8973915811	0.8974441408	812	0.8974116812	0.897544607	0813	0.897391813	0.8975647002	0814	0.897391814	0.8976852596	0815	0.897492815	0.8976852596	0816	0.897351816	0.8976651664	0817	0.897451817	0.8975245137	0818	0.897512818	0.8975847934	819	0.8975724819	0.8975044205820	0.89757244820	0.8977857258821	0.89763273821	0.8977857258822	0.89765282822	0.897825912823	0.897693018823	0.897866098824	0.897713114824	0.897866098825	0.897693018825	0.897966564826	0.897693018826	0.898087124827	0.897632731827	0.898046937828	0.897672923828	0.898067031829	0.89767292829	0.8980268446830	0.89777340830	0.898147404	831	0.897773831	0.8981674972	0832	0.89781832	0.8982277769	0.833	0.89783833	0.8982076837	0.834	0.89787834	0.8982679633	0.835	0.89797835	0.8982679633	0.836	0.8980836	0.8982679633	0.3837	0.8980837	0.8982679633	0.3838	0.8981838	0.8983081498	0.3839	0.898839	0.8982478701	0.31840	0.898840	0.8982277769	0.31841	0.898841	0.8983483363	0.31842	0.898842	0.8983483363	0.31843	0.898843	0.8983684295	0.31844	0.898844	0.898408616	0.315845	0.89845	0.8984488024	0.315846	0.89846	0.8984287092	0.315847	0.89847	0.8984287092	0.315848	0.8848	0.8984287092	0.3150849	0.8849	0.8984889889	0.3149850	0.8850	0.8984889889	0.3149851	0.8851	0.8985291754	0.3148852	0.8852	0.8986899212	0.3146853	0.8853	0.8987100145	0.3146854	0.8854	0.8987502009	0.3145855	0.8855	0.8987702942	0.3144856	0.8856	0.8987903874	0.3143857	0857	0.8986095483	0.314260858	0858	0.8986899212	0.314206859	0859	0.898669828	0.3141185860860	0.8987301077	0.31408977861861	0.898669828	0.31401650862862	0.8987301077	0.31390093863863	0.89893104	0.31374817864864	0.8989913197	0.31367498865865	0.899011413	0.31362090486866	0.8989712265	0.31350852786867	0.8990716927	0.31329635186868	0.8990315062	0.31325290786869	0.8990515994	0.31317190687870	0.8990315062	0.31313091587871	0.8989712265	0.31310609387872	0.8989913197	0.31305026873873	0.8989913197	0.3129117187874	0.8989913197	0.31284392
875	0.8990315062	0.3127851905
876	0.8989511333	0.3127104688
877	0.89893104	0.3126743834
878	0.8989913197	0.3125945795
879	0.8990515994	0.3125535885
880	0.8990515994	0.3124987834
881	0.8990315062	0.3124639342
882	0.8991118791	0.3123800097
883	0.8992123453	0.3123518517
884	0.899272625	0.3123152168
885	0.8992324385	0.3122899237
886	0.8992324385	0.3122512481
887	0.8992123453	0.3122401419
888	0.8992324385	0.3119985914
889	0.8993529979	0.3118370411
890	0.8992525317	0.3117376541
891	0.8994132776	0.3116325963
892	0.8994735573	0.3115832463
893	0.8995137438	0.3114678672
894	0.8995137438	0.31145629
895	0.899533837	0.3114291524
896	0.899533837	0.3113341608
897	0.8995740235	0.3112427994
898	0.8995941167	0.3111699614
899	0.8996343032	0.3110386098
900	0.8996945829	0.3110128457
901	0.8996744896	0.3109210918
902	0.8997548626	0.310807675
903	0.899795049	0.3107620924
904	0.8998955152	0.310686625
905	0.8999557949	0.3106206156
906	0.8999758881	0.310587395
907	0.9000361678	0.310547758
908	0.9000361678	0.3104941106
909	0.9000562611	0.3104279443
910	0.9000562611	0.3103663106
911	0.9000361678	0.3103262026
912	0.9000361678	0.3103135855
913	0.9000562611	0.3102609585
914	0.9001165407	0.3101985792
915	0.9001165407	0.3101651624
916	0.9001969137	0.3101056284
917	0.9001969137	0.3100328689
918	0.9001969137	0.3100079878
919	0.9001165407	0.3099787506
920	0.900136634	0.3099449806
921	0.9001567272	0.3098552675
922	0.9002371001	0.3096950907
923	0.9002772866	0.3096239991
924	0.9002973798	0.3095739034
925	0.9003174731	0.3095337758
926	0.9002973798	0.30939773449927	0.9002772866	0.30938221329928	0.9002371001	0.30928561269929	0.9003576595	0.30921862219930	0.9003777528	0.30916683889931	0.9003777528	0.30911782239932	0.9003375663	0.30900903639933	0.9004179392	0.30890507749934	0.9004380325	0.30886288949935	0.9004782189	0.30867418189936	0.9004983122	0.30863044379937	0.9005384986	0.30857730659938	0.9004581257	0.30848516029939	0.9004581257	0.30845248919940	0.9005987783	0.30834299679941	0.9004782189	0.3082446899942	0.9005786851	0.30817532494943	0.9006389648	0.30806541994944	0.9006188716	0.30800735794945	0.900659058	0.30792527729946	0.900659058	0.3078835209
947	0.9006992445	0.3077919241
948	0.9007595242	0.30772907389949	0.9007796174	0.30756128395950	0.9008800836	0.30747272951951	0.9008599904	0.3074299952	952	0.9009001768	0.3073618953	953	0.9009001768	0.3073237954	954	0.9009604565	0.3072208955955	0.9009805498	0.30713389956956	0.9009403633	0.30708724957957	0.9009202701	0.3070646958	958	0.9010207362	0.3070075959	959	0.9009403633	0.3069614960	960	0.9011212024	0.3068495961	961	0.9011011091	0.3067825962	962	0.9011212024	0.306773963	0963	0.9011011091	0.306710964	0964	0.9011011091	0.30662965	0.965	0.9010609227	0.30648966	0.966	0.9011412956	0.3064967	0.967	0.9011412956	0.30639968	0.968	0.901261855	0.306315969	0969	0.9013020415	0.306278970	0970	0.9013221347	0.306193971	0971	0.9012819482	0.30612972	0.972	0.9013221347	0.30611973	0.973	0.9013422279	0.30604974	0.974	0.9013824144	0.30591975	0.975	0.9014426941	0.30577976	0.976	0.9013824144	0.30570977	0.977	0.9013824144	0.30567978	0.978	0.9013422279	0.30563979	0.979	0.9014426941	0.30550980	0.980	0.9015833467	0.30535981	0.981	0.90160344	0.3052813982	982	0.9015833467	0.3052118983983	0.90160344	0.30519799398984	0.9016838129	0.3051151689985	0.9016436264	0.30503444189986	0.9017440926	0.30496792239987	0.9017641858	0.30489314179988	0.9019249317	0.304784964
989	0.9018847452	0.3047207009
990	0.9019249317	0.30463141959991	0.9019048385	0.30460910899992	0.9018445588	0.30454833879993	0.9019048385	0.30448505689994	0.9019852114	0.30438307979995	0.9019651181	0.30434361929996	0.9019651181	0.30429503449997	0.9020454911	0.30424399689998	0.9020454911	0.30421197329999	0.9021057708	0.304095044
1000	0.9021057708	0.3039810973
1001	0.902125864	0.3039301774
1002	0.9022464234	0.3038313595
1003	0.902467449	0.303635686
1004	0.902467449	0.3035887691
1005	0.9024071693	0.3033869734
1006	0.9024272625	0.3033097989
1007	0.9025076354	0.3032585062
1008	0.9025277287	0.3032132768
1009	0.9025277287	0.3031656927
1010	0.9025478219	0.303125781
1011	0.9025277287	0.3031070613
1012	0.9025679151	0.3030417779
1013	0.9025076354	0.302994704
1014	0.9025880084	0.3029179612
1015	0.9025277287	0.3028411007
1016	0.9025679151	0.3028084884
1017	0.9025679151	0.3027792904
1018	0.9025880084	0.3025716865
1019	0.9025880084	0.302558206
1020	0.9025478219	0.3025502197
1021	0.9025880084	0.3024960818
1022	0.9026884745	0.3024570531
1023	0.902728661	0.302352682111024	0.9026482881	0.302251784211025	0.9027688475	0.302169998511026	0.9028291271	0.302140015101027	0.9028693136	0.302032761021028	0.9028492204	0.301998201021029	0.9029295933	0.301902251031030	0.9029295933	0.301838651031031	0.9029496865	0.301766251031032	0.902989873	0.301721216101033	0.9029697798	0.301638665101034	0.9029295933	0.301605347101035	0.9029697798	0.301577181031036	0.9031305256	0.301497601031037	0.9031104324	0.301471501031038	0.9031305256	0.301422171031039	0.903251085	0.301361952101040	0.9032309918	0.301278891101041	0.9032309918	0.301246121101042	0.9032309918	0.30117530511043	0.9031707121	0.301083708111044	0.9033113647	0.300994505111045	0.9032912715	0.300974843611046	0.9033113647	0.300859464511047	0.9033113647	0.300822986611048	0.903331458	0.300735235711049	0.903331458	0.300676879
1050	0.9035122971	0.3005368935
1051	0.9035323903	0.3004890544
1052	0.9036328565	0.3004357995
1053	0.9034922038	0.3003352548
1054	0.9035122971	0.300205276711055	0.9035323903	0.300126493211056	0.9035524835	0.300109441411057	0.9035524835	0.300050240911058	0.9035323903	0.29992077311059	0.9035323903	0.299880704311060	0.9036730429	0.299744545211061	0.9036328565	0.299677240711062	0.9036931362	0.299648238911063	0.9037132294	0.299560958101064	0.9037132294	0.29951996101065	0.9037534158	0.299484942101066	0.9038337888	0.299432354101067	0.9038136955	0.299368071101068	0.9039543482	0.299267461061069	0.9039744414	0.299191961071070	0.9040146279	0.299162951071071	0.9039945346	0.299147241071072	0.9039543482	0.299051951071073	0.9040146279	0.299016791071074	0.9040347211	0.298961081071075	0.9040950008	0.298906061071076	0.9040347211	0.298866971071077	0.9040548143	0.298835111071078	0.9040749076	0.298802551071079	0.9040749076	0.298717391081080	0.9040347211	0.298688741081081	0.904115094	0.298642262101082	0.9040950008	0.298576429101083	0.9039945346	0.298511224101084	0.9041351873	0.298392961101085	0.9040950008	0.298359387101086	0.9041351873	0.29827691511087	0.9041351873	0.298165009111088	0.904195467	0.298018430511089	0.904195467	0.297960858711090	0.9042155602	0.297881152911091	0.904115094	0.297850659911092	0.904195467	0.2977862791
1093	0.9042155602	0.2977395584
1094	0.9042758399	0.2976781406
1095	0.9043763061	0.2975743387
1096	0.9043562128	0.2975409415
1097	0.9043963993	0.297518689811098	0.9043562128	0.297466710411099	0.9043361196	0.297364183911100	0.9043160264	0.297317620111101	0.9043160264	0.297284321111102	0.9044164925	0.297234931111103	0.9044164925	0.297110801111104	0.904456679	0.297059881311105	0.904456679	0.2969879852
1106	0.9045169587	0.296968637611107	0.9046375181	0.296932022111108	0.9047379842	0.296887303111109	0.9046977978	0.296840268111110	0.9047379842	0.29676132811111	0.904717891	0.2967397631
1112	0.9046777045	0.2966629026
1113	0.9046375181	0.2965349063
1114	0.9046375181	0.2964435253
1115	0.9046375181	0.296415799
1116	0.9046977978	0.2963868954
1117	0.9046375181	0.296296044111118	0.9046576113	0.296206821511119	0.9046777045	0.296142558511120	0.904717891	0.2960087148
1121	0.9047580775	0.2959211601
1122	0.9047982639	0.295866256911123	0.9047982639	0.295815533311124	0.9048384504	0.295767223211125	0.9048585436	0.295713261111126	0.9048987301	0.295692461121127	0.9048987301	0.295634921121128	0.9048786369	0.29561589111129	0.9048585436	0.29559735311130	0.9048786369	0.295511211111131	0.9049389166	0.295490646111132	0.9049188233	0.295450440111133	0.9048987301	0.295357313111134	0.9049188233	0.295314144111135	0.9049188233	0.295246191131136	0.9049991963	0.295174901131137	0.9049991963	0.295085701131138	0.9050393827	0.294988841131139	0.9050393827	0.294955191141140	0.9051398489	0.294859181141141	0.9050996624	0.294781181141142	0.905059476	0.294686466111143	0.9052001286	0.294634388111144	0.9052001286	0.294599851141145	0.9051800354	0.294588061141146	0.9053005948	0.294490011471147	0.9052604083	0.294423411481148	0.9051800354	0.294355311491149	0.9052403151	0.294249211501150	0.9052604083	0.294213511511151	0.9052202218	0.29419211521152	0.9051800354	0.294158511111153	0.9052202218	0.29409291111154	0.9052604083	0.294049171111155	0.9052403151	0.294009201111156	0.9052001286	0.293962891111157	0.9052001286	0.293891251111158	0.9052202218	0.293822831111159	0.9052604083	0.293768861111160	0.9052001286	0.293680581111161	0.9052805015	0.293619321111162	0.905320688	0.29353850311163	0.9053608745	0.293422201711164	0.9053608745	0.293394671611165	0.9054010609	0.293331134611166	0.9055216203	0.293190894
1167	0.9054613406	0.2931588508
1168	0.9054211542	0.2931286521
1169	0.9055015271	0.2930755149
1170	0.9055015271	0.2930404891
1171	0.9054814339	0.2930357601
1172	0.9054613406	0.2930008128
1173	0.9054613406	0.2929694564
1174	0.9055015271	0.2929364713
1175	0.9055216203	0.292866223511176	0.9056220865	0.292771428211177	0.9057225526	0.292739973111178	0.9057426459	0.29265075111179	0.9057024594	0.292630422311180	0.9056823662	0.292533115411181	0.9057225526	0.292454999
1182	0.9057426459	0.2924218177
1183	0.9057426459	0.2923739982
1184	0.9057828323	0.2923255311
1185	0.9058230188	0.2922069928
1186	0.9058632053	0.292174616
1187	0.905843112	0.2921377065
1188	0.9058832985	0.2920759747
1189	0.905843112	0.2920315106
1190	0.9058230188	0.2919452117
1191	0.9058029256	0.2919115987
1192	0.9058230188	0.2918258297
1193	0.9057627391	0.2917909608
1194	0.9058230188	0.2917424349
1195	0.905923485	0.2916862563
1196	0.9059033917	0.2916755229
1197	0.9059837647	0.2916399673
1198	0.9060440444	0.2915419931
1199	0.9060641376	0.2915318876
1200	0.9061043241	0.2914850688
1201	0.9061445105	0.2913694739
1202	0.9061043241	0.2913233419
1203	0.9061244173	0.2912481296
1204	0.9061445105	0.2912052156
1205	0.9061445105	0.2911606926
1206	0.9062449767	0.2909069371
1207	0.9063052564	0.2908154972
1208	0.9063253496	0.2908052347
1209	0.9064258158	0.2907193872
1210	0.9063454429	0.2906902873
1211	0.9063655361	0.2906249058
1212	0.9064057226	0.2905715528
1213	0.9064057226	0.290517356
1214	0.9063253496	0.2904038803
1215	0.9063253496	0.2903584743
1216	0.9063454429	0.2902730192
1217	0.9063856293	0.2902162911
1218	0.9063856293	0.2901226927
1219	0.9064660023	0.290037532
1220	0.906445909	0.2899772915
1221	0.9066066549	0.2898961729
1222	0.9065463752	0.2898100507
1223	0.9065463752	0.289804007
1224	0.9064860955	0.2897519687
1225	0.9065262819	0.2896855472
1226	0.9066669346	0.2895928907
1227	0.9066669346	0.289547111911228	0.9066870278	0.289503059811229	0.9066468413	0.289322515111230	0.9066267481	0.289297967611231	0.9066066549	0.289204035611232	0.9067272143	0.289131923121233	0.9067272143	0.28908271111234	0.906707121	0.2890424853
1235	0.9067272143	0.288896554211236	0.9067674007	0.28884004211237	0.906787494	0.2887894165
1238	0.9067473075	0.288759983
1239	0.9069080534	0.2886346554
1240	0.9069281466	0.2886003949
1241	0.9068678669	0.2885549693
1242	0.9069281466	0.2883843142
1243	0.9069080534	0.2883348856
1244	0.9069884263	0.2882441521
1245	0.9070085195	0.2881070511
1246	0.907048706	0.2880940611
1247	0.9071089857	0.288015827
1248	0.9071290789	0.2879311961
1249	0.9072496383	0.2878274922
1250	0.9072496383	0.2878005901
1251	0.9072295451	0.2876728685
1252	0.9072496383	0.287605721
1253	0.9071893586	0.2875374158
1254	0.9071893586	0.2875240923
1255	0.9073501045	0.2874326916
1256	0.9073501045	0.287399059
1257	0.9074505706	0.2873289681
1258	0.9074505706	0.2873069323
1259	0.9073300113	0.2872415116
1260	0.9072898248	0.2871993825
1261	0.907309918	0.2871393971
1262	0.9073300113	0.2870596129
1263	0.9074304774	0.2869890511
1264	0.9074505706	0.2869542215
1265	0.9074304774	0.2868167869
1266	0.9074103842	0.2867397302
1267	0.9075510368	0.2866014518
1268	0.9075309436	0.2865823593
1269	0.9076314097	0.286524571711270	0.9076314097	0.286468667711271	0.907651503	0.2863977724
1272	0.9077117827	0.2863335878
1273	0.9076715962	0.2862793126
1274	0.9077720624	0.2862345934
1275	0.9077318759	0.286206298
1276	0.9077519691	0.2861332049
1277	0.9078122488	0.2860016963
1278	0.9078524353	0.2859707519
1279	0.9078926218	0.2859310757
1280	0.9077318759	0.2858816667
1281	0.9078926218	0.2857779433
1282	0.9079729947	0.285719920111283	0.9079930879	0.285628401711284	0.9079930879	0.285549049121285	0.9079930879	0.285491830121286	0.907912715	0.285484413311287	0.907912715	0.2854632997
1288	0.9080533676	0.285382671711289	0.9080332744	0.285337206811290	0.9080533676	0.285210015111291	0.9081136473	0.285180562
1292	0.9081136473	0.2850123401
1293	0.9082141135	0.2849327913
1294	0.9082141135	0.2848629555
1295	0.9082743932	0.2846946158
1296	0.9083346729	0.2846544882
1297	0.9083949526	0.2845941693
1298	0.9084150458	0.284546703
1299	0.9083346729	0.284485893511300	0.9083748593	0.284438643
1301	0.9084150458	0.284400614911302	0.9086963511	0.284315964411303	0.9085556984	0.284264612811304	0.9085757917	0.284229665511305	0.9087365375	0.284125274911306	0.9087365375	0.284026731711307	0.9087164443	0.283984210211308	0.9087566308	0.283940138511309	0.9087164443	0.283892456311310	0.9088370037	0.283821874911311	0.9087365375	0.283752981
1312	0.9086963511	0.2836545948
1313	0.9087566308	0.2835652937
1314	0.9087365375	0.2834580971
1315	0.9087968172	0.283377998911316	0.908776724	0.2833262745
1317	0.9088169105	0.2832885409
1318	0.9088570969	0.2831754379
1319	0.9089575631	0.2831497327
1320	0.9090178428	0.2830745401
1321	0.9089374699	0.2829774882
1322	0.9089776563	0.2829521362
1323	0.9090178428	0.2829236054
1324	0.909037936	0.2828551039
1325	0.9091986819	0.2827451406
1326	0.909118309	0.2826405145
1327	0.9091785887	0.2825320032
1328	0.9091785887	0.2825003328
1329	0.9091785887	0.2824723514
1330	0.9091986819	0.2824082061
1331	0.9092187751	0.2823761629
1332	0.9092790548	0.2822846053
1333	0.9092790548	0.2822505802
1334	0.9092388683	0.2822101975
1335	0.9092388683	0.2821751521
1336	0.9093192413	0.2821015685
1337	0.9092589616	0.2820641684
1338	0.9093192413	0.2820235306
1339	0.9093192413	0.2819286372
1340	0.9094197074	0.2817993851
1341	0.9094598939	0.2817404005
1342	0.9095804533	0.2816670719
1343	0.9095402668	0.2816470964
1344	0.9095402668	0.2815950385
1345	0.9095000804	0.2815472582
1346	0.9094398007	0.2814619012
1347	0.9094598939	0.2814325462
1348	0.9094799871	0.281410019811349	0.9094799871	0.281336632411350	0.9095000804	0.281296622131351	0.9095201736	0.281226081351352	0.9095603601	0.2811711353	1353	0.9095402668	0.2810741354	1354	0.9096005465	0.2809851355	1355	0.9095804533	0.280921356	01356	0.9096005465	0.280871357	01357	0.9095804533	0.280781358	01358	0.9095603601	0.280761359	01359	0.9096206398	0.280701360	01360	0.9096206398	0.28061361	0.1361	0.9095804533	0.28061362	0.1362	0.9096005465	0.28041363	0.1363	0.909640733	0.280451364	01364	0.909640733	0.2804511365	1365	0.9097211059	0.2803591366	1366	0.9097010127	0.2803261367	1367	0.9097211059	0.2802841368	1368	0.9097411992	0.28018913691369	0.9097010127	0.280085613701370	0.9098014789	0.279964813711371	0.9097612924	0.279954913721372	0.9097411992	0.279851373	01373	0.9098014789	0.279801374	01374	0.9098215721	0.279741375	01375	0.9098215721	0.279701376	01376	0.9097211059	0.279651377	01377	0.9097010127	0.279631378	01378	0.9097010127	0.279591379	01379	0.9097612924	0.27951380	0.1380	0.9098215721	0.27941381	01381	0.9097612924	0.279401382	01382	0.9098014789	0.279371383	01383	0.9098014789	0.279271384	01384	0.909901945	0.279171385	01385	0.9098416653	0.27911386	0.1386	0.909901945	0.27901387	0.1387	0.9100225044	0.27891388	0.1388	0.9099622247	0.2781389	0.91389	0.9100425977	0.271390	0.91390	0.9100626909	0.2781391	0.1391	0.9100425977	0.27871392	0.1392	0.9100827841	0.27871393	0.1393	0.910163157	0.278661394	01394	0.910163157	0.27863713951395	0.9101229706	0.278614113961396	0.910163157	0.278587913971397	0.9101229706	0.27846661391398	0.9100827841	0.278394461391399	0.9101229706	0.278319311401400	0.9101832503	0.278243431401401	0.9101229706	0.278195861401402	0.9101430638	0.278174361401403	0.9101430638	0.278055701401404	0.91024353	0.277990638311405	0.9104042758	0.277947979411406	0.9103640894	0.277894626411407	0.9104042758	0.277840272611408	0.9104243691	0.277809622611409	0.9104243691	0.277737392911410	0.9104243691	0.277694792141411	0.9104846488	0.27763945811412	0.9104846488	0.277619482141413	0.910504742	0.277526629141414	0.910504742	0.277512698
1415	0.9104645555	0.2774557148
1416	0.9105650217	0.277419511711417	0.9106253014	0.277351971711418	0.9106052082	0.277302307711419	0.9105851149	0.27726826311420	0.9105851149	0.277196465
1421	0.9106253014	0.2771268844
1422	0.9106253014	0.2770906027
1423	0.9106654879	0.277034247511424	0.9107257676	0.276969435111425	0.9107458608	0.276938353141426	0.9107458608	0.276863494141427	0.910765954	0.276818637711428	0.9108061405	0.276791284141429	0.9108664202	0.276726371431430	0.9109266999	0.276703181431431	0.9109266999	0.276635911431432	0.9110271661	0.276585914331433	0.9110271661	0.276555914341434	0.9110271661	0.276513214351435	0.9110472593	0.276475014361436	0.9110673525	0.276411314371437	0.9110673525	0.276395314381438	0.9111678187	0.276276414391439	0.9110271661	0.276147214401440	0.9110472593	0.276115514411441	0.9111276322	0.276042114421442	0.9111276322	0.275985714431443	0.9111276322	0.275883914441444	0.9110874457	0.275824514451445	0.9110673525	0.275781214461446	0.9111678187	0.27568521441447	0.9111276322	0.275647531441448	0.9112280984	0.27556471141449	0.9111477254	0.275462835141450	0.9112080051	0.275440818141451	0.9112280984	0.275369551451452	0.9111276322	0.275286661451453	0.9112481916	0.275228421451454	0.9112280984	0.275189814551455	0.9112481916	0.2751721456	1456	0.9111477254	0.27511457	0.1457	0.9111879119	0.271458	0.911458	0.9111678187	0.21459	0.911459	0.9111879119	0.21460	0.9121460	0.9112883781	0.21461	0.9121461	0.9113888442	0.21462	0.9121462	0.9114089375	01463	0.912451463	0.9114692172	1464	0.9125341464	0.9115094036	1465	0.9125141465	0.91148931041466	0.91257511466	0.91146921721467	0.91259521467	0.91150940361468	0.91257511468	0.91165005631469	0.91259521469	0.91175052241470	0.91257511470	0.91167014951471	0.91245451471	0.9116500561472	0.912474621472	0.9116701491473	0.91261531473	0.911629963	1474	0.9126551474	0.91173042921475	0.91263541475	0.91165005631476	0.91255501476	0.9117103361477	0.9126551477	0.9116902427	1478	0.9127351478	0.9117505224	0.2737930168
3809449
04823
