iter	Accuracy	MultiClass
90	0.8475577593	0.5551602909
91	0.8476481847	0.5532266227
92	0.8476783265	0.5513970968
93	0.8478139647	0.5500209933
94	0.8479646738	0.5481788102
95	0.8480550992	0.5460957281
96	0.8483113047	0.5442865126
97	0.8482962338	0.5426327747
98	0.848431872	0.5412273536
99	0.8485675101	0.5396882371
100	0.8488538574	0.5382461395
101	0.8488990701	0.5367892654
102	0.8490648501	0.5351586048
103	0.849411481	0.5340166891
104	0.8496676865	0.5325296143
105	0.8496978283	0.5309362778
106	0.8499841755	0.52963912
107	0.8499540337	0.5282937471
108	0.8499389628	0.5269350693
109	0.8499691046	0.5260149197
110	0.8501047428	0.5247948237
111	0.8503157355	0.5235347545
112	0.8504363028	0.5222726836
113	0.8506171537	0.5212249022
114	0.8507829337	0.51987011
115	0.8507678628	0.518700525
116	0.8509336428	0.5176439719
117	0.851069281	0.5164838063
118	0.8514761955	0.5153005634
119	0.8514912664	0.5142679706
120	0.8516419755	0.5133408154
121	0.8516570464	0.5122425229
122	0.8523050955	0.5109651457
123	0.8523352373	0.5099130079
124	0.8527873646	0.5086756627
125	0.8529682155	0.5077632252
126	0.8531189245	0.5068805174
127	0.8532847045	0.5057201163
128	0.8535861227	0.5046404858
129	0.8537519027	0.5034016689
130	0.8542191009	0.5024928814
131	0.8541286754	0.5014984957
132	0.8541889591	0.5007902219
133	0.8543095263	0.4997621622
134	0.8544903772	0.4988640891
135	0.8546561572	0.4980310093
136	0.8548370081	0.4974189892
137	0.8551082845	0.4967498644
138	0.8552288517	0.4959197281
139	0.8555754826	0.4952818637
140	0.8562235317	0.4942974861
141	0.8565249499	0.4931334056
142	0.8566907299	0.492381067
143	0.8566455172	0.4915902858
144	0.8572483535	0.490768362
145	0.857489488	0.4901980812
146	0.8576401971	0.4893354188
147	0.8578511898	0.4884933907
148	0.8580169698	0.4875569339
149	0.8580471117	0.4869106509
150	0.8580018989	0.486214475
151	0.858152608	0.4855873545
152	0.8582430335	0.4847695811
153	0.8588910825	0.4837676895
154	0.8590417916	0.4829995441
155	0.859147288	0.4825019392
156	0.8593582807	0.4818014069
157	0.8594336353	0.4811438502
158	0.859644628	0.480292962
159	0.8597199825	0.4796218945
160	0.8598254789	0.4790723067
161	0.8598706916	0.4784509849
162	0.8600967552	0.4779484643
163	0.8600515425	0.4774828851
164	0.8602323934	0.4770437683
165	0.8603680316	0.4760897385
166	0.860307748	0.4755538971
167	0.8605639534	0.4748475071
168	0.8606393079	0.4742174725
169	0.8606845207	0.4736536675
170	0.8607749461	0.4728096671
171	0.8609256552	0.4720239194
172	0.8611667897	0.4714177274
173	0.8612722861	0.4708863307
174	0.8613325697	0.4701706981
175	0.8614229952	0.4694707544
176	0.8618148388	0.4688480198
177	0.8617997679	0.4682350282
178	0.8617997679	0.4678430963
179	0.8618751225	0.4672628074
180	0.8621463988	0.4666187616
181	0.8621463988	0.4659119301
182	0.8623423206	0.4653254892
183	0.8625231715	0.4648661503
184	0.8627643061	0.4645700305
185	0.8629150151	0.4641456019
186	0.8630054406	0.4635315213
187	0.8632465751	0.4628615134
188	0.8633068588	0.4622953535
189	0.8635178515	0.4616609036
190	0.8634424969	0.4612259077
191	0.8635027806	0.4607021937
192	0.8635630642	0.4602033525
193	0.8638795533	0.4595834731
194	0.8639096951	0.4591289027
195	0.8639549078	0.4588422316
196	0.8640604042	0.458291437
197	0.8641357587	0.4578358069
198	0.864422106	0.4573167436
199	0.8646029569	0.4567191468
200	0.8647084533	0.456065711
201	0.8648290205	0.4556744267
202	0.8647687369	0.4553019515
203	0.8648591624	0.4547602525
204	0.8650550842	0.4543674963
205	0.8652811478	0.4539174884
206	0.8654619987	0.4535035094
207	0.8655674951	0.4528342669
208	0.8656127078	0.4523667155
209	0.865582566	0.451969544
210	0.8658538423	0.4511306655
211	0.8659593387	0.4506492206
212	0.8660497641	0.4502975563
213	0.8661854023	0.4497109388
214	0.8663361114	0.4491043053
215	0.8664566787	0.4487428978
216	0.8664566787	0.4482105886
217	0.8665471041	0.4478659593
218	0.8668033096	0.4474993124
219	0.8669841605	0.4470147179
220	0.8669690896	0.4466510145
221	0.8671047277	0.4464256279
222	0.867059515	0.446178724
223	0.8671951532	0.4459195456
224	0.8671348696	0.4456557164
225	0.8671650114	0.4452506269
226	0.8673760041	0.4445542155
227	0.8675267132	0.4443593828
228	0.8676322095	0.4440553449
229	0.8676171386	0.4437645823
230	0.8677527768	0.4434774697
231	0.8678281314	0.4432469319
232	0.8679939114	0.4428209138
233	0.868054195	0.4425333303
234	0.8680692659	0.4422365629
235	0.868219975	0.4417383987
236	0.8682350459	0.4414022174
237	0.8684158968	0.4406930605
238	0.8683405423	0.440219622
239	0.8685063222	0.4399786052
240	0.868551535	0.4395703661
241	0.8685967477	0.4391849982
242	0.8686721022	0.4388784289
243	0.8687474568	0.4383638398
244	0.8688077404	0.4379010569
245	0.8688077404	0.4375727054
246	0.8687775986	0.4372789109
247	0.8688077404	0.4371125128
248	0.8688981659	0.4366099922
249	0.8689132368	0.4364202813
250	0.8690187331	0.4359836076
251	0.8691694422	0.4356244078
252	0.8692447968	0.4351908837
253	0.8692900095	0.4349268484
254	0.8693955059	0.4344930888
255	0.8694708604	0.4339918339
256	0.8695462149	0.4337323906
257	0.8697572077	0.4333296264
258	0.8697572077	0.4329569452
259	0.8698325622	0.4326993563
260	0.8698325622	0.4323113393
261	0.8698928458	0.4320992575
262	0.8700134131	0.4317580427
263	0.8701038386	0.4311279786
264	0.8700586258	0.4309358834
265	0.8700736967	0.4306689929
266	0.8701189095	0.4304609143
267	0.8702545476	0.4300939141
268	0.8702696186	0.4298848347
269	0.8705559658	0.4293282119
270	0.8705107531	0.429194016
271	0.8705559658	0.4288226889
272	0.8704956822	0.4285695741
273	0.8706313204	0.4281707838
274	0.8706614622	0.4278358976
275	0.8707669585	0.4275756889
276	0.8707217458	0.4272505458
277	0.8707518876	0.4269860396
278	0.8708724549	0.4265035351
279	0.8709478094	0.4261478969
280	0.8711286603	0.4257841641
281	0.8711437313	0.4256194143
282	0.871188944	0.4253850499
283	0.8712492276	0.4251578383
284	0.8713697949	0.4247989623
285	0.8713095113	0.4243578439
286	0.8715807876	0.4240444161
287	0.8715355749	0.423833806
288	0.8717164258	0.4235560539
289	0.8716712131	0.4232245822
290	0.871686284	0.4230386684
291	0.8717314967	0.422723033
292	0.8717465676	0.422520135
293	0.871852064	0.4220105793
294	0.8719575603	0.4217499586
295	0.8719877021	0.4214996107
296	0.8720479858	0.4212200336
297	0.8720479858	0.4210236997
298	0.872168553	0.4208550939
299	0.8722740494	0.4205665096
300	0.8723192621	0.4203561939
301	0.872334333	0.4201596833
302	0.8724549003	0.4199216984
303	0.8725603967	0.4195940533
304	0.872500113	0.4193816771
305	0.8725453258	0.4192367079
306	0.8725754676	0.4189846234
307	0.872665893	0.4186144148
308	0.872665893	0.4183694537
309	0.872665893	0.418180773
310	0.8726960348	0.4179537674
311	0.8726960348	0.4177611129
312	0.8728015312	0.4172863204
313	0.8728618148	0.4168138239
314	0.8728467439	0.4163695264
315	0.8729220985	0.4161976828
316	0.8729220985	0.4159880146
317	0.872997453	0.4158053976
318	0.8729522403	0.415616658
319	0.8730577367	0.4152934577
320	0.8731783039	0.4150968588
321	0.8732536585	0.4148716488
322	0.8734043675	0.4146689569
323	0.8734797221	0.4144595242
324	0.8735098639	0.4143336586
325	0.8735701475	0.4141286118
326	0.8735400057	0.4139884406
327	0.8736153603	0.4136244428
328	0.8736455021	0.4133209053
329	0.8737208566	0.4131526528
330	0.8736756439	0.4130266988
331	0.873660573	0.4126999957
332	0.8737811403	0.4125296826
333	0.8737811403	0.4122896372
334	0.8738414239	0.4120612187
335	0.8739318494	0.411900796
336	0.8740674875	0.411702696
337	0.8740976293	0.4114403091
338	0.8741428421	0.4112241946
339	0.8741880548	0.4109774968
340	0.874157913	0.4107733331
341	0.8742784802	0.4104493968
342	0.8743689057	0.4101956345
343	0.8743689057	0.4099703068
344	0.8744291893	0.4095925038
345	0.8744593312	0.409241281
346	0.8744291893	0.4090988138
347	0.874489473	0.4089343584
348	0.8745648275	0.40874921
349	0.8745798984	0.4085561139
350	0.8745196148	0.4083932775
351	0.8746401821	0.4082101306
352	0.8746251111	0.408041466
353	0.8746853948	0.4078284422
354	0.8747456784	0.4076891246
355	0.8747306075	0.4075716186
356	0.8749114584	0.4072629888
357	0.8748813166	0.4071029192
358	0.8749265293	0.4069380812
359	0.874971742	0.4067681508
360	0.8750470966	0.4065026732
361	0.8750621675	0.4061958684
362	0.8750923093	0.406040067
363	0.8750923093	0.4058740515
364	0.8752279475	0.4056962913
365	0.8751676639	0.4055724567
366	0.8751978057	0.4054524193
367	0.8753334439	0.4052605007
368	0.8753485148	0.4049844558
369	0.875303302	0.4047838243
370	0.8753334439	0.4047221866
371	0.875303302	0.4045474877
372	0.875303302	0.4044185314
373	0.8752731602	0.4040549163
374	0.8752430184	0.4039595162
375	0.8753937275	0.4036744053
376	0.8753786566	0.4035788581
377	0.8754389402	0.4034249405
378	0.8754540111	0.403218628
379	0.8754540111	0.403070156
380	0.8755293657	0.4029739318
381	0.8754992238	0.4028336723
382	0.8756047202	0.402601751
383	0.8756197911	0.4023930248
384	0.8757705002	0.402020373
385	0.8757554293	0.401855535
386	0.8757554293	0.4016512241
387	0.8757705002	0.4015067553
388	0.8758910675	0.4011882352
389	0.8758458547	0.4011121742
390	0.8758910675	0.4009996133
391	0.8758458547	0.4008710102
392	0.8759362802	0.4007668384
393	0.8759965638	0.4005237612
394	0.875966422	0.4004242108
395	0.8760267057	0.4002922226
396	0.8759965638	0.4000823484
397	0.8760267057	0.3999572775
398	0.8760417766	0.399777398
399	0.8761623438	0.3996172401
400	0.8761924856	0.3995070341
401	0.8761924856	0.3992016716
402	0.8762226275	0.3989784632
403	0.8762527693	0.3988275481
404	0.8762075566	0.3987124263
405	0.8763130529	0.3984469782
406	0.8763130529	0.3983319448
407	0.8763582656	0.3981343157
408	0.8764034784	0.3979150222
409	0.8764336202	0.397575809
410	0.8764486911	0.3974468821
411	0.8764939038	0.3973281987
412	0.8765391165	0.3971932964
413	0.8765541875	0.3971025766
414	0.8765692584	0.3970209523
415	0.8766596838	0.3968959403
416	0.876629542	0.3967917686
417	0.8767199674	0.3966107116
418	0.876795322	0.3965249664
419	0.8768103929	0.3963031709
420	0.8768556056	0.3961845463
421	0.8768254638	0.3960461707
422	0.8768857474	0.3957868745
423	0.8769912438	0.3956835269
424	0.8769761729	0.3954305299
425	0.8769912438	0.3952905648
426	0.8770515274	0.3951361174
427	0.8772173074	0.3948872119
428	0.8772173074	0.3948112981
429	0.8772323783	0.3944504793
430	0.8772775911	0.3943351516
431	0.8772775911	0.3941349911
432	0.8773077329	0.3940601664
433	0.877292662	0.3939504607
434	0.8772775911	0.3938265967
435	0.8773680165	0.3937624276
436	0.8773378747	0.3936148092
437	0.8775036547	0.3934574772
438	0.877458442	0.3933841537
439	0.8773981583	0.3931805492
440	0.8775036547	0.3930706376
441	0.877624222	0.3927393719
442	0.8777146474	0.3925970519
443	0.8776995765	0.3925099527
444	0.8776694347	0.3923434074
445	0.8776995765	0.3921836322
446	0.8776392929	0.3919841487
447	0.8776845056	0.3918402392
448	0.8776543638	0.3917071324
449	0.8777297183	0.3916266267
450	0.8778201438	0.391519011
451	0.877790002	0.3914438625
452	0.8778502856	0.3911258428
453	0.8778954983	0.3910390968
454	0.8780311365	0.3907995812
455	0.8780612783	0.3906094287
456	0.8780612783	0.390555091
457	0.8781517038	0.3903835417
458	0.878106491	0.3902904376
459	0.8781366329	0.3902046924
460	0.8781818456	0.3899680614
461	0.8782421292	0.3897671356
462	0.8783174838	0.3896254338
463	0.8782873419	0.3894811121
464	0.8783626965	0.3894276281
465	0.8785284765	0.3891550566
466	0.8785736892	0.3889898653
467	0.8786490438	0.3888509009
468	0.8786942565	0.3886895657
469	0.8787243983	0.3885934297
470	0.8786942565	0.3884285622
471	0.878769611	0.3882710536
472	0.8788148237	0.3881312356
473	0.8788751074	0.387985972
474	0.8788901783	0.3877349178
475	0.8790258165	0.3875439117
476	0.8789203201	0.3873217335
477	0.8790107456	0.3872049634
478	0.8790861001	0.387112242
479	0.8790408874	0.3870003287
480	0.8791313128	0.3869001602
481	0.8792368092	0.3866524616
482	0.879266951	0.3865195314
483	0.8792970928	0.386349395
484	0.8793423055	0.3861502647
485	0.8793423055	0.38592061
486	0.8794025892	0.3857828525
487	0.8794478019	0.3856376772
488	0.8794025892	0.3855091624
489	0.8794628728	0.3852776238
490	0.8794930146	0.385216045
491	0.8795532983	0.3851112257
492	0.8795382274	0.385040257
493	0.8796135819	0.384912743
494	0.879598511	0.3848650577
495	0.879598511	0.3847018974
496	0.879598511	0.3845813302
497	0.8795834401	0.3844465162
498	0.8796738655	0.3843301582
499	0.8796889364	0.3842297541
500	0.8797040074	0.3841107764
501	0.8797341492	0.3840436343
502	0.8797492201	0.3839524729
503	0.8797341492	0.3837637922
504	0.8797190783	0.3836034872
505	0.8798245746	0.3834327326
506	0.8798697873	0.3833187883
507	0.8798245746	0.3832191202
508	0.8799150001	0.3831266343
509	0.8799752837	0.3830337657
510	0.8798848583	0.3828809667
511	0.8799602128	0.3827673167
512	0.8799451419	0.3827128318
513	0.8800204964	0.3824964819
514	0.8800054255	0.3823993452
515	0.8800355673	0.382277836
516	0.8800054255	0.3821705146
517	0.8800054255	0.3820640469
518	0.8800355673	0.3819712077
519	0.880095851	0.381850405
520	0.8801259928	0.3817668968
521	0.8801712055	0.381586723
522	0.880095851	0.381509043
523	0.8802465601	0.3814180877
524	0.8803520564	0.3813015531
525	0.8803068437	0.3811955858
526	0.8803219146	0.3810835842
527	0.8803219146	0.3809902152
528	0.8802917728	0.3809280771
529	0.8803369855	0.3808274965
530	0.8803369855	0.3806984224
531	0.8803821982	0.3805359686
532	0.8803671273	0.3804805418
533	0.880427411	0.3803347484
534	0.8804575528	0.380191928
535	0.8804575528	0.380112011
536	0.8804876946	0.3799446709
537	0.8804876946	0.379820748
538	0.8805630491	0.3796347459
539	0.8805027655	0.3795281016
540	0.8805781201	0.3793840449
541	0.8806082619	0.3792779304
542	0.8806836164	0.379117331
543	0.8806836164	0.3790075077
544	0.8807288291	0.3789168467
545	0.8808041837	0.3787838577
546	0.8807891128	0.3786918428
547	0.8808795382	0.3786220221
548	0.8808946091	0.3785449603
549	0.8808946091	0.3784600687
550	0.880924751	0.3783564856
551	0.8809699637	0.3782441897
552	0.8809699637	0.3781815807
553	0.8809850346	0.3780223648
554	0.8809548928	0.3778990011
555	0.8810001055	0.3778252361
556	0.8810905309	0.3777246554
557	0.8811056019	0.3775748883
558	0.8811809564	0.3774587069
559	0.88124124	0.3772642568
560	0.8811960273	0.3771639117
561	0.8811960273	0.377111399
562	0.8811960273	0.3770195312
563	0.8811960273	0.3769604838
564	0.8813015237	0.3768463335
565	0.8812563109	0.3767193493
566	0.88124124	0.3765945433
567	0.8813316655	0.3764579338
568	0.8814371618	0.3763399863
569	0.8814522328	0.3762281319
570	0.8815125164	0.3761380891
571	0.8815275873	0.3759939735
572	0.8814823746	0.3758794699
573	0.8815275873	0.3756780731
574	0.8816180127	0.375596184
575	0.8817536509	0.3754811211
576	0.8817837927	0.3752441664
577	0.8817536509	0.3751807037
578	0.88173858	0.3751090286
579	0.8817837927	0.3749591143
580	0.8817536509	0.3748661574
581	0.8817837927	0.374783915
582	0.8818139346	0.3747450308
583	0.8818440764	0.3746506022
584	0.8819345018	0.3745668291
585	0.8819797146	0.3744490288
586	0.8819797146	0.3743425905
587	0.8820098564	0.3742753895
588	0.88207014	0.3741713944
589	0.8820098564	0.3740715496
590	0.8820098564	0.3739513356
591	0.88207014	0.3739047982
592	0.8821454946	0.3738136663
593	0.8820852109	0.3736689326
594	0.8821454946	0.3735958741
595	0.8821907073	0.3735296739
596	0.8821907073	0.3733507363
597	0.8821605655	0.3732214856
598	0.8821907073	0.373119286
599	0.8822208491	0.3730446968
600	0.8822509909	0.3729675172
601	0.88223592	0.3728548387
602	0.8824017	0.3727617935
603	0.8824167709	0.3726565326
604	0.8824770545	0.3725267815
605	0.8824770545	0.3723907018
606	0.8825373382	0.3722628345
607	0.8824619836	0.3721826231
608	0.8824921255	0.3721133912
609	0.8824770545	0.3720329737
610	0.88256748	0.3718997198
611	0.8825071964	0.3718360217
612	0.8825071964	0.3717757381
613	0.8825524091	0.3716974988
614	0.8827031182	0.37153531
615	0.8826428345	0.3714679913
616	0.8827181891	0.3713825404
617	0.8827634018	0.3712162011
618	0.8827784727	0.3711662493
619	0.8827483309	0.3710420321
620	0.8828839691	0.3709105148
621	0.8828538273	0.3707183902
622	0.8828236854	0.3706329982
623	0.8828839691	0.3705628831
624	0.88289904	0.3704636271
625	0.88289904	0.3703285187
626	0.8829141109	0.3702656448
627	0.8829141109	0.37021272
628	0.8828839691	0.3700497658
629	0.8829743945	0.3699751177
630	0.8829442527	0.3699195143
631	0.8830196073	0.3698440714
632	0.8830196073	0.3697323936
633	0.8830045363	0.3696392601
634	0.88306482	0.369579889
635	0.8830949618	0.3695341759
636	0.8831251036	0.3694092227
637	0.8830798909	0.3693140288
638	0.8831401745	0.369265431
639	0.8831552454	0.3691683531
640	0.8832004582	0.3690471971
641	0.8832004582	0.3689362258
642	0.8832607418	0.3688428862
643	0.8832758127	0.3687419229
644	0.8833059545	0.3686554713
645	0.8832306	0.3685990731
646	0.8832758127	0.3685190972
647	0.8833210254	0.3684504245
648	0.8833059545	0.3683303576
649	0.8833511672	0.3682641575
650	0.8833813091	0.3681729078
651	0.8834265218	0.3681217197
652	0.8834114509	0.3680133093
653	0.8835018763	0.3678266596
654	0.8835169472	0.3677103604
655	0.88356216	0.3676330632
656	0.8835320181	0.3675801089
657	0.8835169472	0.3674743477
658	0.8835470891	0.3673884258
659	0.88356216	0.3673132479
660	0.88356216	0.3672548481
661	0.8836073727	0.3671541497
662	0.8835470891	0.3670686694
663	0.88356216	0.366979127
664	0.8835772309	0.3669521642
665	0.8836073727	0.3668822258
666	0.8836375145	0.3668405159
667	0.8836073727	0.3667488836
668	0.8836977981	0.366637559
669	0.8837430109	0.3665714766
670	0.8837580818	0.3665103099
671	0.8837882236	0.3664370747
672	0.8839087909	0.3662772995
673	0.8839238618	0.3662034168
674	0.88389372	0.3661532883
675	0.8839238618	0.3661123437
676	0.88389372	0.3660495287
677	0.8839087909	0.3659999006
678	0.88389372	0.3659563363
679	0.8838635781	0.3658643802
680	0.88389372	0.3658295287
681	0.8839389327	0.3657958252
682	0.8840293581	0.3657487286
683	0.884044429	0.3656954506
684	0.8840594999	0.3656127961
685	0.8839992163	0.365527463
686	0.8840745709	0.3654618221
687	0.884044429	0.365337075
688	0.884044429	0.3652613378
689	0.8840142872	0.3651319105
690	0.884044429	0.3650379234
691	0.8840896418	0.3649313084
692	0.8841197836	0.3648809445
693	0.8841800672	0.3648001739
694	0.884210209	0.3647492801
695	0.8842704927	0.3647136339
696	0.8842704927	0.3645842655
697	0.8843006345	0.3645152395
698	0.8843307763	0.3644349987
699	0.8843157054	0.364359026
700	0.8844212018	0.3642689538
701	0.8845266981	0.3641830319
702	0.8845568399	0.364130843
703	0.8845266981	0.3640665856
704	0.8845869817	0.3639886996
705	0.8846472654	0.36388494
706	0.8846472654	0.3638014613
707	0.8846321945	0.3637551889
708	0.8847678327	0.3636747714
709	0.8846321945	0.3636053628
710	0.8846924781	0.3635677444
711	0.8846472654	0.3634625719
712	0.8846321945	0.3633907201
713	0.8846623363	0.3633042979
714	0.8846472654	0.3632073672
715	0.8846321945	0.3631644799
716	0.8846774072	0.3630409397
717	0.8846924781	0.3629743274
718	0.8847678327	0.362920549
719	0.8847678327	0.3628462541
720	0.8847527617	0.3627314268
721	0.8848130454	0.362688039
722	0.8847979745	0.3626458581
723	0.8847979745	0.3625731528
724	0.8847678327	0.3624782531
725	0.8847979745	0.3624138191
726	0.8847979745	0.3623693423
727	0.8848130454	0.3623489141
728	0.8848130454	0.3622177796
729	0.8848431872	0.3621181703
730	0.8848281163	0.3620294227
731	0.8849185417	0.3619315501
732	0.8848883999	0.3618838648
733	0.8848883999	0.3618160457
734	0.8849336126	0.3617065755
735	0.8849336126	0.3616670144
736	0.8849486836	0.3616295726
737	0.8849938963	0.3615020586
738	0.8850692508	0.361476597
739	0.8851446054	0.3613995646
740	0.8850541799	0.361315615
741	0.8850541799	0.3612476781
742	0.8851446054	0.3611331451
743	0.8852350308	0.3610237339
744	0.885204889	0.36097128
745	0.885204889	0.3608794122
746	0.8851898181	0.3607770655
747	0.885204889	0.3606970013
748	0.8852199599	0.3605774937
749	0.8852651726	0.3605396692
750	0.8852802435	0.3604727921
751	0.8853254563	0.360392669
752	0.8853103854	0.3603124282
753	0.8853857399	0.3602739267
754	0.8854158817	0.3602473171
755	0.8854158817	0.360150151
756	0.8854460235	0.3600999343
757	0.885370669	0.3599926129
758	0.8854309526	0.359894652
759	0.8854460235	0.3598757545
760	0.8854912363	0.3598486739
761	0.8854912363	0.3598152648
762	0.8855213781	0.3597772343
763	0.8855213781	0.3597446199
764	0.885536449	0.3596569908
765	0.885536449	0.3595537316
766	0.8855665908	0.3595172317
767	0.8856268744	0.3594400816
768	0.8856720872	0.3593856556
769	0.885702229	0.3593067099
770	0.8857172999	0.3592602315
771	0.885702229	0.3592347993
772	0.8857474417	0.3591726024
773	0.8857625126	0.3591047539
774	0.8857474417	0.3590465013
775	0.8858077253	0.3590069402
776	0.8858077253	0.3589310558
777	0.8858529381	0.3588803386
778	0.885868009	0.3588375102
779	0.8858378672	0.3587504698
780	0.8859735053	0.3586664612
781	0.886033789	0.3586336997
782	0.8859584344	0.3585347674
783	0.8860036472	0.3584434
784	0.8860036472	0.358415613
785	0.8860036472	0.3583965684
786	0.886033789	0.3583479117
787	0.8860639308	0.3583011389
788	0.886033789	0.3581972909
789	0.8860488599	0.3581386851
790	0.8860488599	0.3581012433
791	0.8861543562	0.3580129372
792	0.8860639308	0.3579416742
793	0.8861242144	0.3578788002
794	0.8861242144	0.3578325278
795	0.8861543562	0.3577392471
796	0.8861694272	0.3577010695
797	0.8861694272	0.3576652172
798	0.8861543562	0.3576009303
799	0.8862146399	0.3575698466
800	0.8862146399	0.357551685
801	0.8861694272	0.3574667345
802	0.8861392853	0.3574324423
803	0.886199569	0.3573836973
804	0.8862598526	0.3573118162
805	0.8862749235	0.3572250996
806	0.8862447817	0.3571886291
807	0.8863352071	0.3571440051
808	0.8862899944	0.3570900207
809	0.8862749235	0.357015873
810	0.8863201362	0.3569384285
811	0.8863201362	0.356900398
812	0.8863502781	0.3568059988
813	0.8864105617	0.3566995605
814	0.8864256326	0.3566341551
815	0.8864105617	0.3565937698
816	0.8864708453	0.3564943077
817	0.8865009871	0.3564571308
818	0.8865461999	0.3564042943
819	0.8865461999	0.3563416853
820	0.8865160581	0.3562729243
821	0.8865763417	0.3561955387
822	0.8865461999	0.3561462639
823	0.8865763417	0.3560762666
824	0.8865914126	0.3560280809
825	0.8865914126	0.3559448376
826	0.8865461999	0.3558257127
827	0.8865461999	0.3557670775
828	0.8865612708	0.3557220413
829	0.8865461999	0.35566685
830	0.8865612708	0.3556209014
831	0.8865461999	0.3555762185
832	0.8865914126	0.3554230663
833	0.8866215544	0.3553802967
834	0.8866516962	0.355352598
835	0.8866064835	0.3552989962
836	0.886681838	0.3552075405
837	0.8866516962	0.3551515839
838	0.8866516962	0.3550817632
839	0.8866667671	0.3550491194
840	0.886681838	0.35500373
841	0.8866516962	0.354935646
842	0.886696909	0.3549093603
843	0.8867119799	0.3548354775
844	0.8868174762	0.3546978966
845	0.8868024053	0.3546814716
846	0.8867722635	0.3546492988
847	0.8867722635	0.3546076772
848	0.8868174762	0.3545356488
849	0.886847618	0.3544664463
850	0.8868325471	0.3544139336
851	0.8868174762	0.3543877655
852	0.8868325471	0.3543388734
853	0.886862689	0.3542782071
854	0.8869079017	0.3542024699
855	0.8868928308	0.354168737
856	0.886862689	0.3541189617
857	0.8868928308	0.3540425181
858	0.8869531144	0.3539578325
859	0.8869229726	0.3538877469
860	0.8869531144	0.3537846643
861	0.8869983271	0.3537284427
862	0.8870284689	0.3536426386
863	0.8870435399	0.3536041666
864	0.8870435399	0.3535448249
865	0.8870887526	0.353514948
866	0.8870887526	0.3534810973
867	0.8870736817	0.3534337947
868	0.8871490362	0.3533615014
869	0.8871490362	0.3532808485
870	0.8871641071	0.3531731445
871	0.8871942489	0.3530811884
872	0.8872243908	0.3530339152
873	0.8872394617	0.3529682449
874	0.8872696035	0.352906725
875	0.8872846744	0.3528036423
876	0.8874203126	0.3526677981
877	0.8873901708	0.3526078677
878	0.887344958	0.3525309825
879	0.8874052417	0.3524566288
880	0.8873901708	0.3524073245
881	0.8874203126	0.3522971479
882	0.8874353835	0.3522606481
883	0.8874353835	0.3522111672
884	0.887510738	0.3521525908
885	0.8875408798	0.3520708488
